Customer ID,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,City,Zip Code,Latitude,Longitude,Population,Gender,Age,Married,Number of Dependents,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason
3845-FXCYS,0,2,None,Yes,7.8,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.65,31.2,0,0,15.6,46.8,Long Barn,95335,38.109125,-120.078597,683,Male,55,No,0,5,Joined,No,26,4841,,
5857-XRECV,0,2,None,Yes,31.01,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.5,38.25,0,0,62.02,100.27,Manteca,95336,37.830267,-121.201018,36738,Female,44,No,3,3,Joined,No,47,4486,,
0725-CXOTM,0,36,None,Yes,44.7,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,89.65,3348.1,0,0,1609.2,4957.3,Manteca,95337,37.750822,-121.238423,19867,Female,29,No,0,3,Stayed,No,68,4844,,
4343-EJVQB,0,7,None,Yes,1.67,No,Fiber Optic,23,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.35,533.6,0,0,11.69,545.29,Mariposa,95338,37.526791,-119.99437,10226,Male,48,No,0,4,Stayed,No,51,2463,,
3427-GGZZI,1,19,None,Yes,45.37,Yes,Fiber Optic,52,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,1620.8,0,0,862.03,2482.83,Midpines,95345,37.581496,-119.972762,433,Female,30,Yes,0,5,Stayed,No,66,3624,,
3154-CFSZG,3,47,None,Yes,38.25,No,Fiber Optic,20,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.05,4137.2,0,0,1797.75,5934.95,Modesto,95351,37.621458,-121.012295,47536,Male,57,Yes,1,4,Stayed,No,78,3291,,
2220-IAHLS,0,1,None,Yes,2.85,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,19.4,0,0,2.85,22.25,Modesto,95356,37.716186,-121.025836,26055,Female,49,No,0,3,Joined,No,21,5566,,
4377-VDHYI,6,32,None,Yes,36.65,No,Fiber Optic,69,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.8,3023.85,0,0,1172.8,4196.65,Patterson,95363,37.410236,-121.320337,15536,Male,29,Yes,3,3,Stayed,No,80,2722,,
4937-QPZPO,3,61,None,Yes,34.54,Yes,Fiber Optic,58,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.9,6241.35,0,0,2106.94,8348.29,Snelling,95369,37.521708,-120.426843,1158,Male,62,Yes,3,5,Stayed,No,31,5641,,
2925-VDZHY,1,72,Offer A,Yes,28.63,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.7,6501.35,0,0,2061.36,8562.71,Sonora,95370,37.982716,-120.343732,25340,Male,64,Yes,2,4,Stayed,No,46,4641,,
6981-TDRFT,1,44,None,No,0,No,DSL,69,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54.3,2317.1,0,10,0,2327.1,Soulsbyville,95372,37.990574,-120.261821,1519,Male,25,Yes,1,5,Stayed,No,39,3423,,
3413-CSSTH,0,41,None,Yes,6.6,Yes,Cable,3,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.7,2237.55,0,0,270.6,2508.15,Stevinson,95374,37.316807,-120.855753,1960,Male,40,No,0,4,Stayed,No,26,5590,,
8033-VCZGH,0,50,None,Yes,23.28,Yes,Fiber Optic,51,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.95,5231.3,0,0,1164,6395.3,Tracy,95376,37.680968,-121.446049,69801,Male,27,Yes,0,3,Stayed,No,42,4363,,
0224-NIJLP,1,8,Offer E,Yes,2.87,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,165.5,0,0,22.96,188.46,Turlock,95380,37.474396,-120.875917,40545,Male,30,Yes,3,4,Stayed,No,32,3899,,
7542-CYDDM,0,18,None,Yes,22.97,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,358.5,0,0,413.46,771.96,Turlock,95382,37.529656,-120.854357,24708,Male,61,No,0,3,Stayed,No,22,4204,,
4718-WXBGI,1,72,Offer A,Yes,27.1,Yes,Cable,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.95,6614.9,0,0,1951.2,8566.1,Twain Harte,95383,38.107441,-120.230625,4848,Male,21,Yes,1,4,Stayed,No,30,4403,,
5716-LIBJC,0,13,Offer D,Yes,11.99,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.15,1299.1,2.76,0,155.87,1452.21,Winton,95388,37.421299,-120.599587,11463,Female,29,No,2,3,Stayed,No,33,2810,,
2868-LLSKM,1,68,Offer A,Yes,15.94,Yes,Fiber Optic,29,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,83.65,5733.4,46.99,0,1083.92,6770.33,Escondido,92027,33.141265,-116.967221,48690,Female,50,Yes,2,4,Stayed,No,43,5958,,
2988-QRAJY,0,69,Offer A,Yes,5.71,Yes,Fiber Optic,73,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.05,7430.75,23.16,0,393.99,7801.58,Santa Rosa,95403,38.488431,-122.752839,40270,Male,27,No,0,3,Stayed,No,30,5798,,
0071-NDAFP,1,25,None,Yes,23.69,Yes,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.5,630.6,44.42,0,592.25,1178.43,Santa Rosa,95405,38.439696,-122.668817,22250,Male,31,Yes,3,3,Stayed,No,65,5230,,
7328-ZJAJO,1,59,None,Yes,9.51,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.5,1222.65,0,0,561.09,1783.74,Santa Rosa,95409,38.468893,-122.580539,25718,Female,19,Yes,2,4,Stayed,No,64,4579,,
1090-PYKCI,1,69,Offer A,Yes,23.02,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,Yes,Credit Card,105.1,7234.8,0,110,1588.38,8933.18,Boonville,95415,39.025867,-123.381544,1374,Female,19,Yes,3,3,Stayed,No,27,4686,,
3058-WQDRE,0,13,Offer D,No,0,No,Cable,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,331.85,48.59,0,0,283.26,Branscomb,95417,39.710591,-123.682799,176,Male,37,No,0,5,Stayed,No,53,4943,,
2279-AXJJK,1,52,None,Yes,8.94,Yes,Fiber Optic,85,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.65,5088.4,11.8,0,464.88,5541.48,Cazadero,95421,38.578807,-123.19338,1575,Male,27,Yes,0,3,Stayed,No,45,4465,,
0909-SELIE,1,61,None,Yes,43.48,Yes,DSL,20,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.8,4860.85,17.17,0,2652.28,7495.96,Clearlake Oaks,95423,39.07116,-122.598542,3684,Male,53,Yes,0,4,Stayed,No,72,4302,,
3417-TSCIC,0,29,None,No,0,No,DSL,59,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,24.85,788.05,0,0,0,788.05,Cloverdale,95425,38.801936,-122.938935,9210,Male,19,No,0,5,Stayed,No,49,4161,,
1042-HFUCW,0,25,Offer C,Yes,39.9,No,DSL,27,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.75,1266.35,15.76,0,997.5,2248.09,Cobb,95426,38.838088,-122.73203,1591,Female,37,No,1,5,Stayed,No,50,5136,,
6537-OTKMY,0,15,Offer D,No,0,No,DSL,14,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,50.75,688.2,32.55,0,0,655.65,Covelo,95428,39.83307,-123.178765,2296,Male,52,No,0,5,Stayed,No,63,5091,,
8999-EXMNO,1,19,Offer D,Yes,31.85,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,387.7,2.97,0,605.15,989.88,Dos Rios,95429,39.756049,-123.358701,91,Female,48,Yes,3,3,Stayed,No,26,4246,,
6725-TPKJO,0,44,None,Yes,47.53,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,845.25,15.31,0,2091.32,2921.26,Duncans Mills,95430,38.445603,-123.063756,187,Male,28,No,0,3,Stayed,No,41,2798,,
7162-WPHPM,1,58,None,Yes,40.57,Yes,DSL,25,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,71.6,4230.25,45.54,0,2353.06,6537.77,Elk,95432,39.108252,-123.645121,383,Male,44,Yes,3,4,Stayed,No,49,4747,,
1599-MMYRQ,1,62,None,Yes,39.67,No,Fiber Optic,41,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,81.45,4983.05,14.15,0,2459.54,7428.44,Forestville,95436,38.499302,-122.92444,6216,Male,27,Yes,3,3,Stayed,No,66,5179,,
8821-KVZKQ,1,70,Offer A,No,0,No,Cable,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,58.4,4113.15,32.53,0,0,4080.62,Fort Bragg,95437,39.455555,-123.683979,14417,Female,52,Yes,2,5,Stayed,No,43,4117,,
6434-TTGJP,2,10,Offer D,No,0,No,Cable,24,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,53.7,521,22.97,0,0,498.03,Geyserville,95441,38.731771,-123.064272,2349,Male,49,Yes,2,3,Stayed,No,48,5671,,
0042-JVWOJ,0,26,Offer C,Yes,37.7,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.6,471.85,21.25,0,980.2,1430.8,Glen Ellen,95442,38.368744,-122.522642,4101,Male,64,No,0,4,Stayed,No,26,3722,,
0130-SXOUN,0,66,Offer A,Yes,48.78,Yes,Fiber Optic,8,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,89.4,5976.9,36.02,40,3219.48,9200.36,Glenhaven,95443,39.045246,-122.743181,175,Male,55,No,0,3,Stayed,No,49,4889,,
2330-PQGDQ,6,51,None,Yes,9.5,Yes,Fiber Optic,51,No,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,84.2,4299.75,39.68,0,484.5,4744.57,Gualala,95445,38.848082,-123.50608,1916,Male,36,Yes,3,5,Stayed,No,33,4952,,
1452-UZOSF,9,72,Offer A,Yes,7.16,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,106.1,7548.6,23.39,0,515.52,8040.73,Guerneville,95446,38.52576,-123.013347,4913,Male,31,Yes,1,3,Stayed,No,21,4890,,
2097-YVPKN,0,65,None,Yes,4.9,Yes,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.75,1654.75,41.74,0,318.5,1931.51,Healdsburg,95448,38.618347,-122.908422,17979,Male,56,No,0,5,Stayed,No,73,5707,,
8597-CTXVJ,0,70,None,Yes,26.62,Yes,Cable,19,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,64.95,4551.5,20.87,0,1863.4,6394.03,Jenner,95450,38.505995,-123.187019,438,Male,31,No,1,4,Stayed,No,65,5392,,
6631-HMANX,10,72,None,Yes,31.15,Yes,Cable,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.45,6227.5,0,0,2242.8,8470.3,Kelseyville,95451,38.93496,-122.792243,9902,Male,39,Yes,0,4,Stayed,No,53,5641,,
9962-BFPDU,3,1,None,Yes,16.02,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,0,0,16.02,36.07,Kenwood,95452,38.419525,-122.521585,1653,Female,61,Yes,3,5,Joined,No,52,5811,,
6394-HHHZM,0,3,Offer E,Yes,38.41,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.7,57.5,0,0,115.23,172.73,Little River,95456,39.245911,-123.77214,882,Male,27,No,0,4,Joined,No,23,2011,,
5995-LFTLE,0,58,None,Yes,48.78,Yes,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.3,1474.35,0,0,2829.24,4303.59,Lower Lake,95457,38.925545,-122.549083,2644,Male,39,No,0,5,Stayed,No,30,4477,,
0665-XHDJU,7,72,None,Yes,34.95,Yes,Fiber Optic,48,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.4,7285.7,0,0,2516.4,9802.1,Monte Rio,95462,38.471049,-123.015549,1537,Male,21,Yes,0,5,Stayed,No,51,6022,,
8265-HKSOW,1,72,None,Yes,17.89,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,107.45,7658.3,0,0,1288.08,8946.38,Occidental,95465,38.415003,-122.998726,1880,Female,35,Yes,2,4,Stayed,No,57,4505,,
3544-FBCAS,4,72,None,Yes,12.84,Yes,DSL,22,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,83.6,5959.3,0,0,924.48,6883.78,Philo,95466,39.094102,-123.500853,1113,Female,36,Yes,1,3,Stayed,No,67,4116,,
4759-PXTAN,7,59,None,Yes,20.27,Yes,DSL,13,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.1,4693.2,0,0,1195.93,5889.13,Potter Valley,95469,39.408634,-123.045516,1884,Female,34,Yes,0,5,Stayed,No,26,4093,,
7054-DMVAS,0,54,None,Yes,18.74,No,DSL,16,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,65.3,3512.9,0,0,1011.96,4524.86,Redwood Valley,95470,39.298065,-123.25211,5995,Male,47,No,0,3,Stayed,No,61,4556,,
3428-MMGUB,0,60,None,Yes,7.1,Yes,Fiber Optic,10,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,89.55,5231.2,0,0,426,5657.2,Rio Nido,95471,38.522328,-122.97932,298,Male,34,No,0,5,Stayed,No,74,5874,,
6549-BTYPG,5,60,None,No,0,No,DSL,69,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,60.8,3603.45,0,0,0,3603.45,Sebastopol,95472,38.398815,-122.861923,31266,Female,19,Yes,0,5,Stayed,No,80,5784,,
7823-JSOAG,0,3,None,Yes,6.97,Yes,Fiber Optic,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.5,217.45,0,0,20.91,238.36,Sonoma,95476,38.25485,-122.461799,34314,Male,39,No,0,3,Joined,No,36,5203,,
3705-RHRFR,6,69,None,Yes,45.35,Yes,Fiber Optic,19,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,99.15,6875.35,0,0,3129.15,10004.5,Ukiah,95482,39.134075,-123.23422,30988,Female,52,Yes,0,3,Stayed,No,45,5031,,
9374-YOLBJ,9,1,Offer E,Yes,25.1,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.25,19.25,0,0,25.1,44.35,Upper Lake,95485,39.220368,-122.907693,2344,Female,29,Yes,5,4,Joined,No,27,2053,,
9074-KGVOX,10,50,None,No,0,No,DSL,23,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,39.45,2021.35,0,0,0,2021.35,Westport,95488,39.724433,-123.767578,309,Male,44,Yes,3,3,Stayed,No,27,6018,,
6128-DAFVY,0,56,None,No,0,No,DSL,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,44.85,2564.95,0,0,0,2564.95,Willits,95490,39.492046,-123.375818,13472,Female,58,No,0,5,Stayed,No,27,4021,,
9933-QRGTX,6,60,None,Yes,32.5,No,Fiber Optic,13,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.2,5611.75,0,0,1950,7561.75,Windsor,95492,38.527297,-122.810044,23701,Female,59,Yes,0,4,Stayed,No,48,4905,,
5066-GFJMM,4,3,Offer E,Yes,41.36,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.9,45.75,0,0,124.08,169.83,Eureka,95501,40.796621,-124.15428,23224,Female,55,Yes,0,5,Joined,No,48,3716,,
2661-GKBTK,7,60,None,Yes,27.2,No,DSL,21,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,76.95,4543.95,0,0,1632,6175.95,Eureka,95503,40.737431,-124.108897,23570,Male,39,Yes,3,4,Stayed,No,52,5053,,
0458-HEUZG,0,13,Offer D,No,0,No,Cable,13,No,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,35.4,450.4,0,100,0,550.4,Alderpoint,95511,40.166028,-123.584144,261,Female,58,No,0,3,Stayed,No,69,3239,,
7268-WNTCP,2,62,None,Yes,1.87,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.45,1297.35,0,0,115.94,1413.29,Blocksburg,95514,40.309088,-123.668201,199,Male,45,Yes,2,4,Stayed,No,21,5746,,
0824-VWDPO,0,45,None,Yes,1.57,Yes,Fiber Optic,30,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,96.75,4442.75,0,0,70.65,4513.4,Mckinleyville,95519,40.965011,-124.015255,15921,Female,58,No,0,4,Stayed,No,73,3682,,
8409-WQJUX,0,25,Offer C,No,0,No,Cable,29,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,54.2,1423.15,0,0,0,1423.15,Arcata,95521,40.839958,-124.003757,19596,Female,37,No,0,3,Stayed,No,24,4458,,
2578-JQPHZ,0,44,Offer B,Yes,48.95,No,Fiber Optic,59,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,100.1,4378.35,0,0,2153.8,6532.15,Bayside,95524,40.825486,-124.049485,1689,Male,30,No,0,3,Stayed,No,68,4025,,
3278-FSIXX,0,2,Offer E,Yes,39.5,No,Cable,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.25,74.2,0,0,79,153.2,Blue Lake,95525,40.94338,-123.831799,1584,Female,34,No,0,3,Joined,No,27,5441,,
9746-UGFAC,0,22,Offer D,Yes,10.25,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.85,450.65,0,0,225.5,676.15,Carlotta,95528,40.497283,-123.93037,1072,Female,50,No,0,5,Stayed,No,67,3171,,
2946-KIQSP,0,35,Offer C,No,0,No,Cable,12,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,33.45,1175.85,0,30,0,1205.85,Fallbrook,92028,33.362575,-117.299644,42239,Female,59,No,0,5,Stayed,No,66,2553,,
0625-AFOHS,5,29,Offer C,Yes,34.44,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.2,558.8,0,0,998.76,1557.56,Ferndale,95536,40.4785,-124.301372,2965,Female,40,Yes,1,3,Stayed,No,69,2784,,
4636-OLWOE,0,54,Offer B,Yes,4.16,No,Cable,59,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,61,3283.05,0,0,224.64,3507.69,Fortuna,95540,40.584991,-124.121504,12241,Male,20,No,2,4,Stayed,No,56,5594,,
4685-ERGHK,0,57,Offer B,Yes,36.08,Yes,Fiber Optic,26,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,86.9,4939.25,0,0,2056.56,6995.81,Gasquet,95543,41.867908,-123.794144,532,Male,45,No,0,5,Stayed,No,71,6109,,
0885-HMGPY,0,62,Offer B,Yes,41.13,Yes,Cable,12,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.4,4237.5,0,0,2550.06,6787.56,Honeydew,95545,40.342928,-124.063329,82,Male,55,No,0,3,Stayed,No,67,6469,,
5003-OKNNK,10,15,Offer D,Yes,46.64,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.35,335.95,0,0,699.6,1035.55,Hoopa,95546,41.163637,-123.704841,3041,Female,44,Yes,3,3,Stayed,No,68,3205,,
7208-PSIHR,9,70,None,Yes,5.46,Yes,Fiber Optic,30,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,104.3,7188.5,0,30,382.2,7600.7,Klamath,95548,41.572813,-124.035011,1215,Female,50,Yes,0,4,Stayed,No,70,5583,,
4012-ZTHBR,6,21,Offer D,Yes,38.95,No,Cable,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.95,926.25,0,0,817.95,1744.2,Kneeland,95549,40.664483,-123.865325,264,Female,33,Yes,2,5,Stayed,No,54,3752,,
0489-WMEMG,0,23,Offer D,Yes,25.85,No,Cable,53,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,49.45,1119.35,0,0,594.55,1713.9,Korbel,95550,40.7666,-123.80458,155,Female,61,No,3,3,Stayed,No,70,5237,,
7435-ZNUYY,0,6,Offer E,Yes,12.17,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.6,116.6,0,0,73.02,189.62,Loleta,95551,40.665952,-124.240051,1447,Male,24,No,0,3,Stayed,No,20,4439,,
1354-YZFNB,0,4,Offer E,Yes,29.09,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.55,68.8,0,0,116.36,185.16,Mad River,95552,40.390301,-123.412327,265,Male,53,Yes,3,4,Stayed,No,57,5573,,
2985-FMWYF,0,23,Offer D,Yes,18.12,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.5,2341.55,0,0,416.76,2758.31,Myers Flat,95554,40.267158,-123.805913,644,Female,46,No,0,3,Stayed,No,73,4861,,
2812-ENYMO,0,26,Offer C,No,0,No,Cable,82,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,54.55,1362.85,0,0,0,1362.85,Orick,95555,41.336354,-124.044354,494,Male,22,No,0,4,Stayed,No,54,4296,,
2717-HVIZY,0,8,Offer E,Yes,15.66,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,163.6,0,0,125.28,288.88,Orleans,95556,41.269521,-123.546958,574,Female,24,No,2,4,Stayed,No,32,2675,,
3422-GALYP,0,2,Offer E,Yes,28.61,Yes,Fiber Optic,85,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.45,145.15,0,0,57.22,202.37,Phillipsville,95559,40.184094,-123.745487,163,Male,20,No,0,4,Joined,No,65,2657,,
2890-WFBHU,0,59,Offer B,Yes,1.94,Yes,DSL,73,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,79.85,4786.1,0,0,114.46,4900.56,Salyer,95563,40.89866,-123.539754,660,Female,26,No,0,3,Stayed,No,64,6041,,
0327-WFZSY,9,39,Offer C,Yes,17.29,Yes,Fiber Optic,75,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100,3835.55,0,0,674.31,4509.86,Samoa,95564,40.809636,-124.189977,395,Male,62,Yes,3,3,Stayed,No,64,5434,,
7977-HXJKU,0,21,Offer D,Yes,27.6,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,397,0,0,579.6,976.6,Scotia,95565,40.440636,-124.098739,1125,Male,45,No,2,3,Stayed,No,46,2447,,
7033-CLAMM,6,48,Offer B,Yes,18.64,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.2,1027.25,0,0,894.72,1921.97,Somes Bar,95568,41.444606,-123.471895,202,Female,60,Yes,2,5,Stayed,No,33,3828,,
0864-FVJNJ,1,64,Offer B,Yes,6.83,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,113.35,7222.75,0,20,437.12,7679.87,Trinidad,95570,41.162295,-124.027381,2369,Female,63,Yes,1,3,Stayed,No,20,4952,,
7356-IWLFW,1,46,Offer B,Yes,5.52,Yes,Fiber Optic,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80,3769.7,0,0,253.92,4023.62,Weott,95571,40.310119,-123.909449,270,Male,43,Yes,1,5,Stayed,No,51,3315,,
9541-PWTWO,0,52,Offer B,Yes,38.71,Yes,DSL,21,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.95,4233.95,0,0,2012.92,6246.87,Willow Creek,95573,40.949012,-123.655847,1666,Female,32,No,0,5,Stayed,No,28,4924,,
3967-VQOGC,4,67,None,Yes,17.43,Yes,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.9,1680.25,0,0,1167.81,2848.06,Leggett,95585,39.873371,-123.741474,321,Female,54,Yes,1,5,Stayed,No,59,5847,,
6308-CQRBU,7,71,None,Yes,29.78,Yes,Fiber Optic,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.25,7707.7,0,0,2114.38,9822.08,Zenia,95595,40.170357,-123.417298,259,Female,32,Yes,0,3,Stayed,No,42,5044,,
0186-CAERR,0,71,None,Yes,2.88,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,116.3,8309.55,0,0,204.48,8514.03,Auburn,95603,38.912881,-121.082766,24944,Male,22,No,0,4,Stayed,No,59,4644,,
3043-SUDUA,0,32,Offer C,Yes,15.53,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.9,601.55,0,0,496.96,1098.51,West Sacramento,95605,38.592745,-121.540036,12756,Female,35,No,0,3,Stayed,No,29,4374,,
5442-BHQNG,0,2,None,Yes,44.77,No,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.35,139.25,0,0,89.54,228.79,Brooks,95606,38.809804,-122.241383,382,Female,32,No,0,5,Joined,No,73,3430,,
2169-RRLFW,3,71,None,Yes,11.18,Yes,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.6,1888.25,0,0,793.78,2682.03,Capay,95607,38.681651,-122.130569,262,Female,48,Yes,0,5,Stayed,No,68,5063,,
5872-OEQNH,0,60,Offer B,No,0,No,DSL,73,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,44.45,2773.9,0,0,0,2773.9,Carmichael,95608,38.626128,-121.328011,58830,Female,29,No,0,4,Stayed,No,48,4928,,
8873-GLDMH,0,6,None,Yes,27.69,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.85,401.3,0,0,166.14,567.44,Courtland,95615,38.311609,-121.554034,699,Female,45,No,0,4,Stayed,No,76,4220,,
